StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1,QID2,QID3,QID4,QID4_5_TEXT,QID7,QID6,QID8,QID8_25_TEXT,QID10,QID11,QID12,QID13,QID15,QID16,QID17,QID40,QID18,QID19,QID20,QID21,QID22,QID23,QID24,QID25,QID26,QID28,QID29,QID30,QID31,QID32
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Very familiar,Extremely familiar,Moderately familiar,Yes,"Linnux
LibreOffice
LaTeX
gnuplot
Fiji / imageJ
python
rdkit",Critical/Vital/Essential,ChemDraw,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Graduate School,,Not familiar at all,Very familiar,Slightly familiar,Yes,linux/gnu,Critical/Vital/Essential,Matlab,I use open source software much less than the licensed software in CSL,Lower Costs,Yes,Strongly agree,Strongly agree,No,Somewhat agree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Economics,,College of Letters and Sciences,,Not familiar at all,Extremely familiar,Moderately familiar,Yes,"Programming languages such as Python, Julia, and R. To a lesser extent, the Linux operating system",Critical/Vital/Essential,"Matlab,STATA",I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Very valuable,Yes,Programming boot camp for Julia,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Agricultural and Life Sciences,,Moderately familiar,Very familiar,Slightly familiar,Yes,"GIMP, Google, R",Critical/Vital/Essential,Matlab,I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Slightly familiar,Very familiar,Very familiar,Yes,"R, Python, Zotero, Mozilla Firefox, VLC Media Player, WordPress",Critical/Vital/Essential,"Matlab,SAS,SPSS from IBM",I use open source software much more than the licensed software in CSL,"Flexibility,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Some value,Yes,"Data Carpentry Workshop for R training, Python training",Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Agricultural and Life Sciences,,Moderately familiar,Extremely familiar,Moderately familiar,Yes,A lot of the software on the computers and servers that I use are open source licensed.,Critical/Vital/Essential,SmartDraw,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Lower Costs,Vendor Independence",Yes,Somewhat agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,Yes,"R, Python, training classes",Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Freshwater & Marine Sciences,,College of Letters and Sciences,,Very familiar,Extremely familiar,Moderately familiar,Yes,"Python, R",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,Yes,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,0-1 years,Other,General Library System,Slightly familiar,Moderately familiar,Moderately familiar,No,,Little importance,,"N/A, I don't use either","Knowledge Sharing,Customization,Lower Costs",Yes,Somewhat agree,Neither agree nor disagree,No,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Postdoc,,,,College of Engineering,,Not familiar at all,Extremely familiar,Extremely familiar,Yes,"Python libraries such as Scikitlearn, pytorch, tensorflow",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Scalability,Lower Costs",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,Not familiar at all,Not familiar at all,Slightly familiar,No,,Little importance,Matlab,"N/A, I don't use either",Flexibility,Not sure,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Postdoc,,,,School of Nursing,,Not familiar at all,Slightly familiar,Not familiar at all,No,,Neutral,"NVivo,SPSS from IBM","N/A, I don't use either","Reproducibility,Flexibility,Lower Costs",Yes,Somewhat agree,Somewhat agree,No,Somewhat agree,Some value,Yes,Nvivo training ,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,0-1 years,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Extremely familiar,Yes,"Too many to list - most software I use is open source.
Some examples include Linux, Rust, LaTeX, Coq",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Some value,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Slightly familiar,Very familiar,Very familiar,Yes,"AFNI (analysis of functional neuroimages)
FSL (neuroimaging)
python and R libraries",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,Yes,"Unsure, but we had some training in GitHub, and also in open science tools like the Open Science Framework, which seems related.",Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Chemical & Biological Engineering,,College of Engineering,,Slightly familiar,Very familiar,Extremely familiar,Yes,"Zotero, Python & associated scientific computing packages",Critical/Vital/Essential,"ChemDraw,Matlab,Origin",I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Community Support,Vendor Independence",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Other,Libraries,Moderately familiar,Extremely familiar,Moderately familiar,Yes,"Apache Web Server, Gitlab, git, Linux, Passenger, Postgres, Redis, Memcached, R, Ruby, Java, Elixir ",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Flexibility,Lower Costs,Vendor Independence",Yes,Somewhat disagree,Somewhat disagree,Yes,Somewhat disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,Not familiar at all,Very familiar,Moderately familiar,Yes,"Students choose which tools they use.
",Neutral,Mathematica,I use open source software much less than the licensed software in CSL,"Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat disagree,No,Somewhat disagree,Some value,No,,No,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,Moderately familiar,Very familiar,Extremely familiar,Yes,"REDCap, R, Python, plus all the processing and analysis packages. FSL, AFNI, SPM, and other imaging software analysis tools",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Scalability,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,0-1 years,Other,Libraries,Not familiar at all,Very familiar,Extremely familiar,No,,Valuable,,"N/A, I don't use either","Reproducibility,Knowledge Sharing,Lower Costs",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Moderately familiar,Yes,"Linux, GCC, Python, SSH, VIM, countless other software in Red Hat Enterprise Linux-derived distributions.",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Flexibility,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Nutrition science,,College of Agricultural and Life Sciences,,Not familiar at all,Slightly familiar,Moderately familiar,Yes,Khan,Valuable,,I use open source software much less than the licensed software in CSL,Flexibility,Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,Not familiar at all,Slightly familiar,Moderately familiar,Yes,"Khan Academy, Youtube, open source textbooks (this is all for teaching chemistry content)",Neutral,ChemDraw,I use open source software much less than the licensed software in CSL,,Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,0-1 years,Other,Technology Entrepreneurship Office,Moderately familiar,Slightly familiar,Extremely familiar,Yes,"ChatGPT (for non-confidential), YouTube, Khan Academy, Notion, Google Scholar",Critical/Vital/Essential,,"N/A, I don't use either","Reproducibility,Knowledge Sharing,Scalability,Community Support,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,No,Somewhat disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Moderately familiar,Very familiar,Very familiar,No,,Valuable,,I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Neither agree nor disagree,Neither agree nor disagree,Yes,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Nursing,,Not familiar at all,Slightly familiar,Not familiar at all,No,,Little importance,SPSS from IBM,"N/A, I don't use either",,Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Neutral,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,Not familiar at all,Moderately familiar,Moderately familiar,Yes,"RStudio code, PsychoPy code",Critical/Vital/Essential,SPSS from IBM,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support",Yes,Somewhat agree,Somewhat agree,Yes,Somewhat disagree,Some value,Yes,learned some R coding through my boss (PI) to help me as a lab manager analyze our data,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Office of the Vice Chancellor for Research,,Slightly familiar,Extremely familiar,Moderately familiar,Yes,"linux, postgres, bash, python...basically everything",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Community Support,Lower Costs,Vendor Independence",Yes,Somewhat agree,Neither agree nor disagree,Yes,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Other,,,,College of Letters and Sciences,,Very familiar,Very familiar,Extremely familiar,No,,Valuable,"TechSmith Camtasia,NVivo,SPSS from IBM,Sigma Plot",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility,Customization,Lower Costs",Yes,Somewhat agree,Somewhat agree,Yes,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,biochemistry,,College of Agricultural and Life Sciences,,Slightly familiar,Extremely familiar,Very familiar,Yes,any bioinformatics software where the source code is uploaded (usually on GitHub) for people to use for themselves,Neutral,"ChemDraw,PyMOL",I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Customization",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,Yes,software carpentries workshops/PyMOL instruction/microbial bioinformatics class,No,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,School of Medicine and Public Health,,Not familiar at all,Moderately familiar,Slightly familiar,Yes,R,Critical/Vital/Essential,STATA,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Customization",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,7-10 years,College of Letters and Sciences,,Slightly familiar,Very familiar,Moderately familiar,Yes,"numpy, scipy, standard python libraries, R, latex, JASP",Valuable,TechSmith Camtasia,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Strongly agree,Somewhat agree,Yes,Somewhat disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Moderately familiar,Very familiar,Moderately familiar,No,,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,7-10 years,College of Letters and Sciences,,Slightly familiar,Very familiar,Very familiar,Yes,"HTCondor, SLURM, Apptainer/Singularity, Jupyter, Python, R, Julia",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Lower Costs,Vendor Independence",Not sure,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Some value,Yes,I've learned a lot about job submission on HTCondor / SLURM. ,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Not familiar at all,Not familiar at all,Slightly familiar,No,,Neutral,TechSmith Camtasia,"N/A, I don't use either",,Not sure,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Undergraduate Student,,"Data Science, Neurobiology",,College of Letters and Sciences,,Extremely familiar,Extremely familiar,Extremely familiar,Yes,"AI Model Weights, Codebases for implementing Deep Learning methods, Research papers explaining DL methods, etc.",Valuable,Matlab,I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization",Not sure,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Education,,Not familiar at all,Slightly familiar,Very familiar,No,,Valuable,,I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Scalability,Community Support",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Slightly familiar,Very familiar,Very familiar,No,,Neutral,"TechSmith Camtasia,Matlab,SAS,SPSS from IBM",I use open source software much less than the licensed software in CSL,"Flexibility,Lower Costs",Not sure,Neither agree nor disagree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,Other,Libraries,Not familiar at all,Extremely familiar,Extremely familiar,Yes,DSpace - open source software that we use for our institutional repository. ,Critical/Vital/Essential,"TechSmith Camtasia,NVivo",I use open source software about the same as the licensed software in CSL,Lower Costs,Yes,Strongly agree,Neither agree nor disagree,Yes,Strongly agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Postdoc,,,,School of Computer Data and Information Sciences,,Extremely familiar,Extremely familiar,Extremely familiar,Yes,"pytorch, tensorflow, numpy, scikit-learn, numpy, python, JAX, huggingface",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,School of Nursing,,Not familiar at all,Slightly familiar,Slightly familiar,Yes,"In my work in genomics education, there are several open-source options, including Khan Academy and other online training modules. ",Little importance,"NVivo,SPSS from IBM",I use open source software much less than the licensed software in CSL,"Flexibility,Customization",Not sure,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Division of Continuing Studies,,Slightly familiar,Very familiar,Very familiar,Yes,The universe of github projects. ,Neutral,"SmartDraw,SAS",I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,7-10 years,College of Agricultural and Life Sciences,,Moderately familiar,Extremely familiar,Very familiar,Yes,"R, R Studio, Ruby on Rails, Typescript, Svelte",Critical/Vital/Essential,JMP,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Customization,Lower Costs",Yes,Strongly agree,Somewhat agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Other,,,,Graduate School,,Not familiar at all,Extremely familiar,Moderately familiar,Yes,"FSL, AFNI, fMRIPREP, MRQC, ANTS, R, Redcap",Critical/Vital/Essential,SPSS from IBM,I use open source software about the same as the licensed software in CSL,"Knowledge Sharing,Lower Costs",Yes,Strongly agree,Neither agree nor disagree,No,Neither agree nor disagree,Very valuable,Yes,"I have taken workshops on R, FSL, fMRIprep, MRQC, etc. Some were within our lab and/or center.",Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,7-10 years,School of Medicine and Public Health,,Not familiar at all,Not familiar at all,Not familiar at all,No,,Neutral,,I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility,Customization",Yes,Somewhat agree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Nutrition & Metabolism,,College of Agricultural and Life Sciences,,Slightly familiar,Very familiar,Moderately familiar,No,,Critical/Vital/Essential,"ChemDraw,SAS",I use open source software about the same as the licensed software in CSL,"Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Somewhat disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Not familiar at all,Very familiar,Moderately familiar,Yes,"QGIS, OpenStreetMap, etc. ",Valuable,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Not familiar at all,Extremely familiar,Not familiar at all,Yes,R statistical software,Critical/Vital/Essential,"JMP,PyMOL",I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support",Yes,Strongly agree,Strongly agree,No,Strongly agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,College of Letters and Sciences,,Very familiar,Extremely familiar,Very familiar,Yes,The GNU/Linux software ecosystem.,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Flexibility,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Somewhat disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Very familiar,Extremely familiar,Very familiar,Yes,Open source large pretrained models,Critical/Vital/Essential,"Mathematica,Matlab",I use open source software much more than the licensed software in CSL,"Reproducibility,Flexibility,Scalability,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Engineering,,Extremely familiar,Extremely familiar,Moderately familiar,Yes,"Linux, Chrono, ImageJ, and too many to mention...",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Education,,Not familiar at all,Slightly familiar,Slightly familiar,Yes,"I don't use them personally, but they are used by other team members in my lab",Valuable,"Matlab,SAS,SPSS from IBM,Sigma Plot",I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Lower Costs",Yes,Strongly agree,Somewhat agree,No,Somewhat agree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Not familiar at all,Moderately familiar,Not familiar at all,Yes,"Software for analysis, graphic design, video and photo editing, GIS, etc.",Valuable,"SAS,STATA",I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Postdoc,,,,School of Nursing,,Slightly familiar,Moderately familiar,Very familiar,Yes,"data carpentry courses, R",Critical/Vital/Essential,"TechSmith Camtasia,STATA",I use open source software about the same as the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Neither agree nor disagree,Somewhat agree,No,Strongly agree,Very valuable,Yes,Have attended many of the free offerings by the data science institute which leverages the data carpentry courses as well as python and R,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,0-1 years,College of Letters and Sciences,,Not familiar at all,Very familiar,Very familiar,Yes,R and its various packages; LaTex and its various packages,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,Flexibility,Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Slightly familiar,Moderately familiar,Moderately familiar,Yes,"R statistical software, Python software, plus various open source alternatives to Microsoft and Adobe products. ",Critical/Vital/Essential,SPSS from IBM,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Lower Costs",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Slightly familiar,Extremely familiar,Very familiar,Yes,"Kafka, HDFS, Spark, Cassandra, GCC, Linux, SQLite3, and many more",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Flexibility,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Somewhat disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Computer Science,,College of Letters and Sciences,,Not familiar at all,Moderately familiar,Very familiar,Yes,gemm5 simulator,Valuable,,I use open source software much more than the licensed software in CSL,"Reproducibility,Customization",Yes,Strongly agree,Somewhat agree,Yes,Somewhat agree,Neutral,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,Other,UW-Madison Libraries,Moderately familiar,Very familiar,Very familiar,Yes,"MarcEdit, OpenRefine",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,Yes,"Training on MarcEdit, Python, Ruby",Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,No,Harvard University ,,,,,,,Moderately familiar,Extremely familiar,Very familiar,Yes,Programming languages,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Flexibility,Customization,Vendor Independence",Yes,Somewhat agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Political Science,,College of Letters and Sciences,,Not familiar at all,Moderately familiar,Moderately familiar,Yes,R,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs",Yes,Somewhat agree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,Yes,"I took a class on R skills, have worked with SSPC on problems/training for R/R Studio",No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,No,Johannes Gutenberg University Mainz,,,,,,,Moderately familiar,Extremely familiar,Very familiar,Yes,"ROOT, gcc and related compilers, python ecosystem around scipy and scikit-hep",Critical/Vital/Essential,Mathematica,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Customization,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,0-1 years,School of Nursing,,Not familiar at all,Not familiar at all,Moderately familiar,No,,Neutral,,"N/A, I don't use either",,Not sure,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Art History,,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Very familiar,Yes,smarthistory.org; Wiki Education,Valuable,,I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,School of Medicine and Public Health,,Not familiar at all,Slightly familiar,Moderately familiar,Yes,,Valuable,"Matlab,SAS",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Office of the Vice Chancellor for Research,,Moderately familiar,Extremely familiar,Extremely familiar,Yes,"numpy, pandas, r, python, anvio, numerous genome assembly programs, bioconductor packages, and many others",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,Yes,Carpentries workshops,Yes,Yes,,,
